"","rhodweight","logit.values","high","low"
"1",0,0.950786441009342,0.982484161562121,0.869354326011545
"2",0.120700268680067,0.951353708599863,0.982744863265443,0.870386570530294
"3",0.24509063700983,0.951931823980357,0.983007916072747,0.871454034812391
"4",0.373171104989288,0.952520269427981,0.983272966147737,0.87255673798337
"5",0.504941672618442,0.953118521560051,0.983539666400835,0.873694661030378
"6",0.640402339897291,0.953726052072472,0.983807677121863,0.874867744714941
"7",0.779553106825836,0.954342328482979,0.984076666555874,0.8760758875687
"8",0.922393973404077,0.954966814877775,0.984346311422273,0.877318943978768
"9",1.06892493963201,0.955598972660175,0.98461629737769,0.87859672236929
"10",1.21914600550964,0.956238261299795,0.98488631942333,0.879908983485777
"11",1.37305717103697,0.95688413908084,0.985156082257808,0.881255438788753
"12",1.530658436214,0.957536063848033,0.985425300576639,0.882635748963242
"13",1.69194980104071,0.958193493748697,0.985693699319799,0.884049522550636
"14",1.85693126551713,0.958855887969529,0.985961013868898,0.885496314709486
"15",2.02560282964324,0.959522707466577,0.986226990195653,0.886975626111768
"16",2.19796449341904,0.960193415686967,0.986491384963446,0.888486901981174
"17",2.37401625684454,0.960867479280912,0.986753965583843,0.890029531279981
"18",2.55375811991974,0.961544368802556,0.987014510229989,0.891602846051017
"19",2.73719008264463,0.96222355939825,0.98727280780883,0.893206120921234
"20",2.92431214501922,0.962904531480847,0.987528657894119,0.894838572773289
"21",3.1151243070435,0.963586771388658,0.987781870622141,0.896499360591502
"22",3.30962656871748,0.964269772027737,0.988032266552052,0.898187585488378
"23",3.50781893004116,0.964953033496213,0.988279676492666,0.899902290917764
"24",3.70970139101453,0.965636063689408,0.988523941297433,0.901642463080484
"25",3.91527395163759,0.966318378884569,0.988764911629259,0.903407031528046
"26",4.12453661191036,0.966999504304049,0.989002447696668,0.905194869969748
"27",4.33748937183281,0.967678974655882,0.989236418962666,0.907004797288123
"28",4.55413223140497,0.968356334650708,0.989466703827493,0.908835578767305
"29",4.77446519062681,0.969031139494112,0.989693189286232,0.910685927538434
"30",4.99848824949836,0.969702955353491,0.989915770562014,0.912554506245744
"31",5.2262014080196,0.970371359798636,0.990134350715291,0.914439928936412
"32",5.45760466619053,0.971035942215305,0.990348840229338,0.916340763176714
"33",5.69269802401116,0.97169630419113,0.99055915657179,0.918255532396406
"34",5.93148148148149,0.972352059873281,0.990765223731607,0.920182718462612
"35",6.17395503860151,0.973002836297423,0.99096697173041,0.922120764483922
"36",6.42011869537123,0.973648273687524,0.991164336106538,0.924068077844723
"37",6.66997245179064,0.974288025726247,0.991357257369575,0.926023033469278
"38",6.92351630785975,0.974921759795655,0.991545680422289,0.927983977314482
"39",7.18075026357855,0.975549157188116,0.991729553946041,0.929949230089875
"40",7.44167431894706,0.97616991328734,0.991908829744608,0.931917091203194
"41",7.70628847396525,0.976783737719593,0.992083462040041,0.933885842929686
"42",7.97459272863314,0.977390354475203,0.992253406712556,0.935853754803643
"43",8.24658708295073,0.977989502000558,0.992418620474459,0.937819088231192
"44",8.52227153691801,0.978580933260904,0.992579059965625,0.93978010132445
"45",8.80164609053499,0.979164415774292,0.992734680754966,0.941735053958905
"46",9.08471074380166,0.979739731617139,0.992885436228388,0.943682213058424
"47",9.37146549671803,0.980306677401934,0.99303127633878,0.945619858116003
"48",9.6619103492841,0.980865064227669,0.993172146187201,0.947546286963527
"49",9.95604530149986,0.981414717603692,0.993307984396113,0.949459821810973
"50",10.2538703533653,0.981955477347704,0.993438721224756,0.951358815585228
"51",10.5553855048805,0.982487197458706,0.993564276362395,0.953241658612114
"52",10.8605907560453,0.983009745965756,0.993684556316133,0.955106785703471
"53",11.1694861068599,0.983523004753455,0.993799451284164,0.956952683736276
"54",11.4820715573241,0.984026869365116,0.993908831370107,0.958777899845552
"55",11.798347107438,0.984521248784642,0.994012541945215,0.960581050401281
"56",12.1183127572017,0.98500606519815,0.994110397896578,0.962360831008048
"57",12.441968506615,0.985481253736443,0.994202176401465,0.964116027864151
"58",12.769314355678,0.985946762199436,0.994287607725561,0.965845530959465
"59",13.1003503043907,0.986402550763691,0.994366363332146,0.967548349802459
"60",13.4350763527531,0.986848591674223,0.994438040270773,0.969223632685832
"61",13.7734925007652,0.987284868921765,0.994502140321023,0.970870690993982
"62",14.115598748427,0.987711377906686,0.994558041583685,0.9724890308397
"63",14.4613950957385,0.98812812509076,0.994604958929191,0.974078395601159
"64",14.8108815426997,0.988535127638001,0.994641887539908,0.975638825104785
"65",15.1640580893106,0.988932413045758,0.994667519951085,0.977170741032911
"66",15.5209247355712,0.989320018767274,0.994680119917067,0.978675075214923
"67",15.8814814814815,0.989697991826892,0.994677322609825,0.980153471281916
"68",16.2457283270415,0.990066388429073,0.9946558018002,0.981608619023496
"69",16.6136652722511,0.990425273562397,0.994610679172723,0.983044846286805
"70",16.9852923171105,0.990774720599655,0.994534385463511,0.984469258721387
"71",17.3606094616196,0.99111481089516,0.99441420067155,0.985894200114779
"72",17.7396167057783,0.991445633380329,0.994225972477649,0.98734353418198
"73",18.1223140495868,0.991767284158607,0.99391286937145,0.988873891308047
"74",18.5087014930449,0.992079866100728,0.993246600712487,0.990713448019672
"75",18.8987790361528,0.992383488441281,0.992383488441281,0.992383488441281
"76",19.2925466789103,0.992678266377533,0.992678266377533,0.992678266377533
"77",19.6900044213176,0.992964320671398,0.992964320671398,0.992964320671398
"78",20.0911522633745,0.993241777255387,0.993241777255387,0.993241777255387
"79",20.4959902050811,0.993510766843369,0.993510766843369,0.993510766843369
"80",20.9045182464374,0.993771424546892,0.993771424546892,0.993771424546892
"81",21.3167363874435,0.994023889497783,0.994023889497783,0.994023889497783
"82",21.7326446280992,0.994268304477694,0.994268304477694,0.994268304477694
"83",22.1522429684046,0.99450481555522,0.99450481555522,0.99450481555522
"84",22.5755314083597,0.994733571731162,0.994733571731162,0.994733571731162
"85",23.0025099479645,0.994954724592457,0.994954724592457,0.994954724592457
"86",23.433178587219,0.995168427975259,0.995168427975259,0.995168427975259
"87",23.8675373261232,0.995374837637603,0.995374837637603,0.995374837637603
"88",24.3055861646771,0.995574110942039,0.995574110942039,0.995574110942039
"89",24.7473251028807,0.995766406548565,0.995766406548565,0.995766406548565
"90",25.1927541407339,0.995951884118175,0.995951884118175,0.995951884118175
"91",25.6418732782369,0.99613070402725,0.99613070402725,0.99613070402725
"92",26.0946825153896,0.996303027093017,0.996303027093017,0.996303027093017
"93",26.551181852192,0.996469014310233,0.996469014310233,0.996469014310233
"94",27.011371288644,0.996628826599231,0.996628826599231,0.996628826599231
"95",27.4752508247458,0.996782624565405,0.996782624565405,0.996782624565405
"96",27.9428204604972,0.996930568270188,0.996930568270188,0.996930568270188
"97",28.4140801958984,0.997072817013548,0.997072817013548,0.997072817013548
"98",28.8890300309492,0.997209529127968,0.997209529127968,0.997209529127968
"99",29.3676699656498,0.997340861783879,0.997340861783879,0.997340861783879
"100",29.85,0.997466970806443,0.997466970806443,0.997466970806443
